Event name,Customer ID,Screen,Time,Event ID,Device Info,OS,App Version
Click,7461568558,getprepaid,2024-03-15 19:19:01,cc095c9e-daef-40da-904f-e3815723960b,Galaxy S20,Android,['7.0.60']
Click,7461568558,Port to Prepaid,2024-03-15 19:19:11,296e53bf-171e-4107-98a4-f7e37e8d80c5,Galaxy S20,Android,['7.0.60']
Input,7461568558,number,2024-03-15 19:19:31,ff2a931c-21ab-4afe-bf4f-05b19da9289d,Galaxy S20,Android,['7.0.60']
Input,7461568558,name,2024-03-15 19:20:01,c959ae43-b28c-43cb-aab2-b36e905cf894,Galaxy S20,Android,['7.0.60']
Click,7461568558,Port,2024-03-15 19:20:31,dbda1141-5111-4565-b044-5ca6ba795adf,Galaxy S20,Android,['7.0.60']
Swipe back,7461568558,Home,2024-03-15 19:21:01,e028d880-5149-42b5-87fa-36d6c59bb336,Galaxy S20,Android,['7.0.60']
Swipe,7461568558,App Kill,2024-03-15 19:21:11,50f396b6-a410-4d07-b5e1-e28e2424b8cc,Galaxy S20,Android,['7.0.60']
Click,9355630700,App Launch,2024-03-15 19:19:02,7365f227-3278-4fe1-8287-695c6bb35225,Galaxy S10,Android,['7.0.47']
Click,9355630700,Banner9,2024-03-15 19:19:12,c844f044-cb7c-4f3e-aa5c-0f792d366e1f,Galaxy S10,Android,['7.0.47']
Scroll,9355630700,Banner9,2024-03-15 19:19:22,4b149b0e-bd42-4a2e-9f1e-08e8c2377bc9,Galaxy S10,Android,['7.0.47']
Swipe back,9355630700,Home,2024-03-15 19:19:42,99feb79d-faaf-4f90-8795-cab001fb4d85,Galaxy S10,Android,['7.0.47']
Swipe,9355630700,App Kill,2024-03-15 19:19:52,86a6de5f-127e-41fa-85a8-91f46d3c3ecb,Galaxy S10,Android,['7.0.47']
Click,7811596898,App Launch,2024-03-15 19:19:10,06e8d2df-2167-47b5-b365-4264a015b0d4,OnePlus 9/9 Pro,Android,['7.0.57']
Click,7811596898,port_no,2024-03-15 19:19:20,91921a34-95ce-40ef-a78a-cd929a6e7162,OnePlus 9/9 Pro,Android,['7.0.57']
Click,7811596898,Port to Jio Number,2024-03-15 19:19:30,eefe9348-f4f2-483f-a1cc-b365a564e847,OnePlus 9/9 Pro,Android,['7.0.57']
Input,7811596898,number,2024-03-15 19:19:50,cb2a7ef6-4fbb-4e85-812b-9c7c5861046a,OnePlus 9/9 Pro,Android,['7.0.57']
Input,7811596898,name,2024-03-15 19:20:20,17720446-8486-4f01-a217-7dc0fd479589,OnePlus 9/9 Pro,Android,['7.0.57']
Swipe back,7811596898,Home,2024-03-15 19:20:50,c9bb39aa-b04a-4de5-9953-74a0d39b21a8,OnePlus 9/9 Pro,Android,['7.0.57']
Swipe,7811596898,App Kill,2024-03-15 19:21:00,50b33072-490c-4de1-bb5c-587b38e107c1,OnePlus 9/9 Pro,Android,['7.0.57']
Click,7427979268,App Launch,2024-03-15 19:20:16,7b0baeed-acea-41cc-a648-b08c9633d55d,Mi series,Android,['7.0.57']
Click,7427979268,port_no,2024-03-15 19:20:26,44d23e3b-9d2e-4f5a-bb60-1b7151544224,Mi series,Android,['7.0.57']
Swipe back,7427979268,Home,2024-03-15 19:20:36,19f815ca-4185-493a-b923-3dfb3b683840,Mi series,Android,['7.0.57']
Swipe,7427979268,App Kill,2024-03-15 19:20:46,4553c7fe-086c-40c5-82ab-75355b967004,Mi series,Android,['7.0.57']
Click,8485256038,App Launch,2024-03-15 19:20:17,f30ba293-38b6-46c7-b906-2977af72f35c,Asus ZenFone series,Android,['7.0.60']
Click,8485256038,Music,2024-03-15 19:20:27,cd066854-b89e-482a-8cb1-80e1fdb07904,Asus ZenFone series,Android,['7.0.60']
Scroll,8485256038,Music,2024-03-15 19:20:37,440e3000-a12d-4d57-b951-6e6e2f3cc882,Asus ZenFone series,Android,['7.0.60']
Click,8485256038,Music choosen,2024-03-15 19:20:57,d783152a-e5df-43e0-8ada-0ac25c5464f2,Asus ZenFone series,Android,['7.0.60']
Click,8485256038,Play,2024-03-15 19:21:17,5b23be10-2f0f-4b6e-a0f5-9d985e1856ed,Asus ZenFone series,Android,['7.0.60']
Swipe,8485256038,App running in background,2024-03-15 19:21:37,6962d9c2-00ec-431e-9670-70a8aee0171f,Asus ZenFone series,Android,['7.0.60']
Click,8485256038,app launch,2024-03-15 19:21:47,fb98e220-6517-45fa-9fff-8a43b2564ada,Asus ZenFone series,Android,['7.0.60']
Click,8485256038,pause,2024-03-15 19:21:57,8c221a1e-32fd-4d24-923e-18669f4c36ad,Asus ZenFone series,Android,['7.0.60']
Swipe,8485256038,App Kill,2024-03-15 19:22:07,7439826b-0188-4080-995e-756ec02b4146,Asus ZenFone series,Android,['7.0.60']
Click,8796188950,App Launch,2024-03-15 19:20:49,69a7609f-d113-46c6-b6be-130c115c80fb,Galaxy S8,Android,['6.0.48']
Click,8796188950,Banner9,2024-03-15 19:20:59,957e2983-53ba-4566-a2e6-9f59f6c1fc3f,Galaxy S8,Android,['6.0.48']
Scroll,8796188950,Banner9,2024-03-15 19:21:09,9e32ca34-2f1c-4f33-bb04-5afd136d695c,Galaxy S8,Android,['6.0.48']
Swipe back,8796188950,Home,2024-03-15 19:21:29,42108b77-78cf-4d1f-8a65-ce9a165242d2,Galaxy S8,Android,['6.0.48']
Swipe,8796188950,App Kill,2024-03-15 19:21:39,66b5f1f1-6457-46bd-9968-dfd8482165fb,Galaxy S8,Android,['6.0.48']
Click,9892889397,App Launch,2024-03-15 19:21:36,ec0a5595-4c67-4c2d-85a4-4c598a2acc43,OnePlus 10 Pro,Android,['7.0.57']
Click,9892889397,getjofiber,2024-03-15 19:21:46,67f3659f-ac4b-4e98-b823-e38595234f25,OnePlus 10 Pro,Android,['7.0.57']
Swipe back,9892889397,Home,2024-03-15 19:21:56,477324cb-0fce-4faf-8c4c-144e84b88030,OnePlus 10 Pro,Android,['7.0.57']
Swipe,9892889397,App Kill,2024-03-15 19:22:06,5fbf2899-a10d-4df7-993b-4f7e89a15e71,OnePlus 10 Pro,Android,['7.0.57']
Click,8794224324,App Launch,2024-03-15 19:21:52,e46b003f-b4dd-446f-903a-0fd2bb97a96b,Pixel 2 XL,Android,['7.0.25']
Click,8794224324,Banner2,2024-03-15 19:22:02,a5e1c61d-21bd-474b-8d65-c44c80938262,Pixel 2 XL,Android,['7.0.25']
Scroll,8794224324,Banner2,2024-03-15 19:22:12,c846ecf3-58fa-4c29-be6f-4347f30bfeca,Pixel 2 XL,Android,['7.0.25']
Swipe back,8794224324,Home,2024-03-15 19:22:32,050e3113-0c92-4983-bd06-81bc82bbb452,Pixel 2 XL,Android,['7.0.25']
Swipe,8794224324,App Kill,2024-03-15 19:22:42,cdd66b4e-e8bb-4b34-a9b4-f9f3210492ff,Pixel 2 XL,Android,['7.0.25']
Click,8295722310,App Launch,2024-03-15 19:23:17,444435e5-0fcf-4e09-996a-de32c8d89f27,Moto G series,Android,['5.0.28']
Click,8295722310,Banner5,2024-03-15 19:23:27,dd531b46-4bdc-4f04-9125-2026eca2e04b,Moto G series,Android,['5.0.28']
Scroll,8295722310,Banner5,2024-03-15 19:23:37,395b6cee-6382-45b0-8445-e982c55aa014,Moto G series,Android,['5.0.28']
Swipe back,8295722310,Home,2024-03-15 19:23:57,499e9238-9e8c-4106-b22e-cdb7565208eb,Moto G series,Android,['5.0.28']
Swipe,8295722310,App Kill,2024-03-15 19:24:07,a6a7617b-6243-4b09-a79c-55890e659f8c,Moto G series,Android,['5.0.28']
Click,7515418191,App Launch,2024-03-15 19:23:27,7e1b8a45-91c7-4f09-a345-50f5f287c417,Pixel 4,Android,['5.0.28']
Click,7515418191,Banner4,2024-03-15 19:23:37,41268bfd-cb48-4bb6-b8e5-ac62ff572d28,Pixel 4,Android,['5.0.28']
Scroll,7515418191,Banner4,2024-03-15 19:23:47,cc530fb8-6395-4332-b1bf-881df227a972,Pixel 4,Android,['5.0.28']
Swipe back,7515418191,Home,2024-03-15 19:24:07,62826548-061f-41d6-b4fa-2f99c12d25c5,Pixel 4,Android,['5.0.28']
Swipe,7515418191,App Kill,2024-03-15 19:24:17,7be88a21-6050-4a37-b558-69f0d13e83b0,Pixel 4,Android,['5.0.28']
Click,8851821416,App Launch,2024-03-15 19:23:37,33cdbc0f-75cf-4c36-a772-e7017dd36989,Galaxy Note10,Android,['7.0.57']
Click,8851821416,getjofiber,2024-03-15 19:23:47,1cd605a6-75f6-4678-8729-8a9778549e14,Galaxy Note10,Android,['7.0.57']
Swipe back,8851821416,Home,2024-03-15 19:23:57,fa634ec7-5055-4dcb-9c84-2645304cfbf9,Galaxy Note10,Android,['7.0.57']
Swipe,8851821416,App Kill,2024-03-15 19:24:07,dc18c97a-2ff8-47b5-b13a-f3092cdeee58,Galaxy Note10,Android,['7.0.57']
Click,9989153095,App Launch,2024-03-15 19:23:50,c480556a-adad-41d5-88d4-fb3035fd05f3,HTC One series,Android,['7.0.47']
Click,9989153095,Mobile,2024-03-15 19:24:00,4c5cc37c-a7d3-4e8a-a8c9-676502bc009e,HTC One series,Android,['7.0.47']
Scroll,9989153095,Mobile,2024-03-15 19:24:10,05d77db0-46e0-4451-aec2-dcd26a5c1c33,HTC One series,Android,['7.0.47']
Swipe back,9989153095,Home,2024-03-15 19:24:30,e7cd5718-79d5-4e5e-9567-20c2fc8bee25,HTC One series,Android,['7.0.47']
Swipe,9989153095,App Kill,2024-03-15 19:24:40,f4da0df2-e1c5-4512-9cbb-828d9d9da796,HTC One series,Android,['7.0.47']
Click,7032695608,App Launch,2024-03-15 19:24:06,396cf86c-bd56-4389-b44a-56763a2aa61a,Mi series,Android,['7.0.01']
Click,7032695608,UPI,2024-03-15 19:24:16,10bc4864-9b5f-4eda-875a-20d20fb273ab,Mi series,Android,['7.0.01']
Scroll,7032695608,UPI,2024-03-15 19:24:26,481230fd-b009-40be-8fbc-2a4c53c5eab8,Mi series,Android,['7.0.01']
Swipe back,7032695608,Home,2024-03-15 19:24:46,a2de9f36-bf68-4c08-a038-828e7f9e4348,Mi series,Android,['7.0.01']
Swipe,7032695608,App Kill,2024-03-15 19:24:56,a436e3b2-07cc-4ca1-870b-fd637db9f148,Mi series,Android,['7.0.01']
Click,8195517917,App Launch,2024-03-15 19:24:28,8c9d2da8-8179-4a50-88ba-b44a7783c91d,OnePlus 3/3T,Android,['7.0.60']
Click,8195517917,Pharmacy,2024-03-15 19:24:38,77930c2a-cf02-4e2b-8d3d-2a5da9cb22b7,OnePlus 3/3T,Android,['7.0.60']
Click,8195517917,Search Medicine,2024-03-15 19:24:48,6915f2c4-15b4-4037-a12d-a550949d51d3,OnePlus 3/3T,Android,['7.0.60']
Input,8195517917,Medicine name,2024-03-15 19:25:08,2bcd13a7-1526-4536-ad2f-ab951ae6b07b,OnePlus 3/3T,Android,['7.0.60']
Click,8195517917,Search,2024-03-15 19:25:38,d717764b-100e-490b-b28a-e6abea8d41c5,OnePlus 3/3T,Android,['7.0.60']
Click,8195517917,Add to cart,2024-03-15 19:26:18,b1d5747f-c903-481b-ac27-ae7e2fec7acb,OnePlus 3/3T,Android,['7.0.60']
Click,8195517917,Buy Now,2024-03-15 19:26:58,2d3bd29c-2e28-4d0c-98fb-df6be599b470,OnePlus 3/3T,Android,['7.0.60']
Swipe back,8195517917,Home,2024-03-15 19:27:58,6f6a424e-1af3-4878-94a2-8a7b38502cb4,OnePlus 3/3T,Android,['7.0.60']
Swipe,8195517917,App Kill,2024-03-15 19:28:08,214b19d7-e629-4691-a4e0-ac6a3c9ff3c7,OnePlus 3/3T,Android,['7.0.60']
Click,9320568957,App Launch,2024-03-15 19:25:23,d6baa877-fda5-4e06-9d8c-7ce5c9205c5b,Lenovo K series,Android,['7.0.57']
Click,9320568957,Movies,2024-03-15 19:25:33,fe6a24bb-5227-4868-b381-ad270a21d38c,Lenovo K series,Android,['7.0.57']
Scroll,9320568957,Movies,2024-03-15 19:25:43,683ba9cc-042f-48d1-9feb-cf14a23eb15f,Lenovo K series,Android,['7.0.57']
Swipe back,9320568957,Home,2024-03-15 19:26:03,3b207106-6bc6-47e5-9f23-e5572eaef0f9,Lenovo K series,Android,['7.0.57']
Swipe,9320568957,App Kill,2024-03-15 19:26:13,bec6f707-2316-4ce6-b48e-b5bf0eb620f7,Lenovo K series,Android,['7.0.57']
Click,8559519058,App Launch,2024-03-15 19:25:58,859dbc22-b5c9-4745-98d7-ce898953fb07,iPhone 14 Pro Max,IOS,['7.0.57']
Click,8559519058,Banner9,2024-03-15 19:26:08,e6dd5c80-833f-4663-b66f-222bce3a4915,iPhone 14 Pro Max,IOS,['7.0.57']
Scroll,8559519058,Banner9,2024-03-15 19:26:18,bc909ba2-5c50-47ef-8c0d-2bef48a6b8ee,iPhone 14 Pro Max,IOS,['7.0.57']
Swipe back,8559519058,Home,2024-03-15 19:26:38,b659277f-cf8d-463f-b89b-6e0c01a8bb7a,iPhone 14 Pro Max,IOS,['7.0.57']
Swipe,8559519058,App Kill,2024-03-15 19:26:48,8f9d8966-b1b2-4ba8-9e05-d4c6ded52812,iPhone 14 Pro Max,IOS,['7.0.57']
Click,9497860102,App Launch,2024-03-15 19:26:08,e09854e3-c5b0-42e5-9920-26160db350c2,Galaxy S10,Android,['7.0.25']
Click,9497860102,Banner8,2024-03-15 19:26:18,1dcdf874-adc9-49a5-969a-ac18eb031252,Galaxy S10,Android,['7.0.25']
Scroll,9497860102,Banner8,2024-03-15 19:26:28,8ccfbbc6-c5d7-4bae-9395-984cb348cd60,Galaxy S10,Android,['7.0.25']
Swipe back,9497860102,Home,2024-03-15 19:26:48,9259ad38-2fcd-4021-9426-e9c7cbcede0d,Galaxy S10,Android,['7.0.25']
Swipe,9497860102,App Kill,2024-03-15 19:26:58,45421e1f-ca91-40bc-a6de-6c740971892e,Galaxy S10,Android,['7.0.25']
Click,9876051710,App Launch,2024-03-15 19:26:10,a9e2769d-0edd-4e4c-a4eb-9900013af476,iPhone 14 Pro,IOS,['7.0.60']
Click,9876051710,Fiber,2024-03-15 19:26:20,7e80887c-770b-4d03-ac54-9d3dfd786934,iPhone 14 Pro,IOS,['7.0.60']
Click,9876051710,Book Fiber,2024-03-15 19:26:30,40f7e35c-ed37-4e1f-a47f-15c60d47fe9f,iPhone 14 Pro,IOS,['7.0.60']
Input,9876051710,pin code,2024-03-15 19:26:40,4a982345-ed3f-4c53-ba9d-48d4496596c4,iPhone 14 Pro,IOS,['7.0.60']
Input,9876051710,address,2024-03-15 19:27:10,2873bb9a-3e34-4d1f-af6a-df230b61bc86,iPhone 14 Pro,IOS,['7.0.60']
Input,9876051710,houseflat,2024-03-15 19:27:40,61c07e94-b822-422a-b0b3-2a324da13c3a,iPhone 14 Pro,IOS,['7.0.60']
Input,9876051710,yourname,2024-03-15 19:28:10,14fed956-a2fc-425d-82c9-031419fd2065,iPhone 14 Pro,IOS,['7.0.60']
Click,9876051710,proceed,2024-03-15 19:28:40,13ef8948-feaa-4699-9d3b-0b3047ec3f43,iPhone 14 Pro,IOS,['7.0.60']
Click,9000036871,App Launch,2024-03-15 19:26:24,863e2e1a-0bfd-476e-b482-ec4e6f478d23,Galaxy Note5,Android,['7.0.60']
Click,9000036871,porttojio,2024-03-15 19:26:34,d7829b12-d513-4036-8a3a-791db89f2b91,Galaxy Note5,Android,['7.0.60']
Swipe back,9000036871,Home,2024-03-15 19:26:44,72b73f71-64af-4656-a93c-2cddcf33bf62,Galaxy Note5,Android,['7.0.60']
Swipe,9000036871,App Kill,2024-03-15 19:26:54,6f3782e5-2a96-4f3b-bc53-8c6a9270ebac,Galaxy Note5,Android,['7.0.60']
Click,8718301797,App Launch,2024-03-15 19:26:39,937c0528-e261-4027-ab66-8470fa81bd05,Moto X series,Android,['7.0.25']
Click,8718301797,Movies,2024-03-15 19:26:49,0be24621-0cc9-4756-8e2e-a45b011ae1e4,Moto X series,Android,['7.0.25']
Scroll,8718301797,Movies,2024-03-15 19:26:59,0aaca518-b86a-4029-840b-3616cd66e966,Moto X series,Android,['7.0.25']
Swipe back,8718301797,Home,2024-03-15 19:27:19,495f15dc-b8c5-4249-b13f-33d7abf87a41,Moto X series,Android,['7.0.25']
Swipe,8718301797,App Kill,2024-03-15 19:27:29,8f3f48ca-642c-4baa-b887-573447e0c1d8,Moto X series,Android,['7.0.25']
Click,9951988513,App Launch,2024-03-15 19:27:06,f272941a-032f-46b0-8c38-53c52975b34f,Galaxy M series,Android,['7.0.25']
Click,9951988513,Pharmacy,2024-03-15 19:27:16,322ee75c-7f4b-4a93-9e5e-638b75188d90,Galaxy M series,Android,['7.0.25']
Click,9951988513,Search Medicine,2024-03-15 19:27:26,3cfea203-d347-483d-a55c-e898e1b90b0e,Galaxy M series,Android,['7.0.25']
Input,9951988513,Medicine name,2024-03-15 19:27:46,cb278c3d-c0d9-4c63-9374-9d1c12f6c85f,Galaxy M series,Android,['7.0.25']
Click,9951988513,Search,2024-03-15 19:28:16,abe9b671-091a-481d-a074-d3f9f4e3b03b,Galaxy M series,Android,['7.0.25']
Click,9951988513,Add to cart,2024-03-15 19:28:56,3c3d6652-fb02-4cf7-b77f-c0b9352d2520,Galaxy M series,Android,['7.0.25']
Click,9951988513,Buy Now,2024-03-15 19:29:36,eec8e829-9f86-4ae2-94b5-9117f6d40874,Galaxy M series,Android,['7.0.25']
Swipe back,9951988513,Home,2024-03-15 19:30:36,d124528f-f662-4577-829e-a407604c66fb,Galaxy M series,Android,['7.0.25']
Swipe,9951988513,App Kill,2024-03-15 19:30:46,eac830fd-e90a-4a32-bab5-dabf1b285f01,Galaxy M series,Android,['7.0.25']
Click,9890989523,App Launch,2024-03-15 19:27:28,f041b4d4-b05a-4f52-ae9f-d3da6149ab8e,Galaxy S21,Android,['6.0.48']
Click,9890989523,Banner2,2024-03-15 19:27:38,5485767c-4505-45c5-8a9c-a88a72624861,Galaxy S21,Android,['6.0.48']
Scroll,9890989523,Banner2,2024-03-15 19:27:48,fce45624-1c6a-4eaa-9966-19db055bcbf5,Galaxy S21,Android,['6.0.48']
Swipe back,9890989523,Home,2024-03-15 19:28:08,4a43fa4b-f3d4-4ce9-b210-4ccbc261f184,Galaxy S21,Android,['6.0.48']
Swipe,9890989523,App Kill,2024-03-15 19:28:18,6cc1428e-5966-4f86-b7cc-bc7892de17e4,Galaxy S21,Android,['6.0.48']
Click,7898437836,App Launch,2024-03-15 19:27:58,54cef83b-c6d4-413a-8cab-75e9d21bc812,iPhone 8,IOS,['7.0.01']
Click,7898437836,Events,2024-03-15 19:28:08,bb9e2e99-4180-43f0-bc2e-51bf1b73c90a,iPhone 8,IOS,['7.0.01']
Swipe back,7898437836,Home,2024-03-15 19:28:18,e39c5c93-643a-4f5f-a64f-2f5598227519,iPhone 8,IOS,['7.0.01']
Swipe,7898437836,App Kill,2024-03-15 19:28:28,1bfbbcb3-757f-4c63-b327-8b242a66f808,iPhone 8,IOS,['7.0.01']
Click,9349938787,App Launch,2024-03-15 19:29:07,57ba0411-d92a-4ab1-a921-2ed842d1ad17,iPhone X,IOS,['7.0.03']
Click,9349938787,Music,2024-03-15 19:29:17,eb7eb01f-22df-4f04-98b6-0ccbbeb2e699,iPhone X,IOS,['7.0.03']
Scroll,9349938787,Music,2024-03-15 19:29:27,992d878a-15a2-4e7c-b090-e112d69bee68,iPhone X,IOS,['7.0.03']
Swipe back,9349938787,Home,2024-03-15 19:29:47,81e12654-70bc-4981-8b8a-033c1af60cd6,iPhone X,IOS,['7.0.03']
Swipe,9349938787,App Kill,2024-03-15 19:29:57,c8c3413c-8fae-4558-b573-71def2991f39,iPhone X,IOS,['7.0.03']
Click,7305921472,App Launch,2024-03-15 19:29:12,9eed4d3d-9bc7-4a8c-b7d5-85b0e36497ad,Pixel 4a,Android,['7.0.25']
Click,7305921472,Shop,2024-03-15 19:29:22,27c74cb4-0055-48d9-8612-eeb478e52ea9,Pixel 4a,Android,['7.0.25']
Scroll,7305921472,Shop,2024-03-15 19:29:32,39b7db0e-3c27-419e-abf7-599be249dcc2,Pixel 4a,Android,['7.0.25']
Swipe back,7305921472,Home,2024-03-15 19:29:52,5ac81b38-46cd-4a51-bfb1-3b4abe43bd07,Pixel 4a,Android,['7.0.25']
Swipe,7305921472,App Kill,2024-03-15 19:30:02,21991dcb-d1ff-4fcc-8f0e-c5ff090ea7de,Pixel 4a,Android,['7.0.25']
Click,7755678769,App Launch,2024-03-15 19:29:55,1ffb67f7-57b4-49f0-a9f1-fec2ffea4d7d,Galaxy A series,Android,['7.0.25']
Click,7755678769,Movies,2024-03-15 19:30:05,cea5ec42-3bcd-4432-88f3-8b17398a1a0b,Galaxy A series,Android,['7.0.25']
Scroll,7755678769,Movies,2024-03-15 19:30:15,d6556fa3-f407-409a-9794-31cdd3f2487c,Galaxy A series,Android,['7.0.25']
Click,7755678769,Movie Choosen,2024-03-15 19:30:35,9d38f73f-dcd9-495a-9cc8-4697463dd08c,Galaxy A series,Android,['7.0.25']
Click,7755678769,Play,2024-03-15 19:30:55,70657a73-4319-4c7d-9af1-7f9a46ab1368,Galaxy A series,Android,['7.0.25']
Swipe back,7755678769,Home,2024-03-15 19:31:55,57f86c93-b006-428e-a0c4-e3fe42537ded,Galaxy A series,Android,['7.0.25']
Swipe,7755678769,App Kill,2024-03-15 19:32:05,2e627525-aa7c-4461-b7bb-2528217154aa,Galaxy A series,Android,['7.0.25']
Click,8737622873,App Launch,2024-03-15 19:30:07,1ec9b8ca-fab4-4dd3-85a2-7ae879dabd16,OnePlus 6/6T,Android,['5.0.28']
Click,8737622873,port_no,2024-03-15 19:30:17,c9ef5e3f-afc5-4bf4-9c75-3b64295b5139,OnePlus 6/6T,Android,['5.0.28']
Click,8737622873,Port to Jio Number,2024-03-15 19:30:27,3acee30a-78aa-4001-9171-740caf59e0af,OnePlus 6/6T,Android,['5.0.28']
Input,8737622873,number,2024-03-15 19:30:47,1b86bbad-b396-4887-9320-3a49f8d26713,OnePlus 6/6T,Android,['5.0.28']
Input,8737622873,name,2024-03-15 19:31:17,904824b5-1633-4a27-87c2-b2141bfd6b65,OnePlus 6/6T,Android,['5.0.28']
Swipe back,8737622873,Home,2024-03-15 19:31:47,94eacaa1-811e-464e-b94d-51304e1403eb,OnePlus 6/6T,Android,['5.0.28']
Swipe,8737622873,App Kill,2024-03-15 19:31:57,d6d75e9f-85e4-4845-941e-5a62aeaeee85,OnePlus 6/6T,Android,['5.0.28']
Click,7559617601,App Launch,2024-03-15 19:30:09,e9a9efbc-9d39-47c1-ba3e-c8cdb0332eac,Galaxy S10,Android,['7.0.60']
Click,7559617601,TV,2024-03-15 19:30:19,2c41990e-f47b-42eb-b2f8-62f08ec44c5c,Galaxy S10,Android,['7.0.60']
Scroll,7559617601,TV,2024-03-15 19:30:29,c4a6ad53-4118-4385-9a70-9003000ce802,Galaxy S10,Android,['7.0.60']
Scroll,7559617601,TV,2024-03-15 19:30:49,4709f213-1b7f-448b-bae3-b7b66600a6a0,Galaxy S10,Android,['7.0.60']
Click,7559617601,Check out,2024-03-15 19:31:09,6bfc2692-d4f3-44ad-b2dd-e80027631298,Galaxy S10,Android,['7.0.60']
Scroll,7559617601,TV,2024-03-15 19:31:49,66a9596f-2627-4c8a-9aa6-f709ed97816b,Galaxy S10,Android,['7.0.60']
Swipe back,7559617601,Home,2024-03-15 19:32:09,7e82262b-a78f-492b-a060-bf3786426c8e,Galaxy S10,Android,['7.0.60']
Swipe,7559617601,App Kill,2024-03-15 19:32:19,65c4ed9c-abfd-4d4b-b979-fd7a334c29ed,Galaxy S10,Android,['7.0.60']
Click,9595251344,App Launch,2024-03-15 19:30:20,6d95204b-cecd-4a1a-8fd8-ae3daf9b4c56,OnePlus 7/7 Pro/7T/7T Pro,Android,['7.0.03']
Click,9595251344,TV,2024-03-15 19:30:30,b178ff9d-d8a7-47b6-b329-e8e5b8dfd61d,OnePlus 7/7 Pro/7T/7T Pro,Android,['7.0.03']
Scroll,9595251344,TV,2024-03-15 19:30:40,dfcba199-0c0f-4c70-afcd-8316312c2e11,OnePlus 7/7 Pro/7T/7T Pro,Android,['7.0.03']
Swipe back,9595251344,Home,2024-03-15 19:31:00,e1525ce2-0a9a-4112-b46e-ec4ca1b3466b,OnePlus 7/7 Pro/7T/7T Pro,Android,['7.0.03']
Swipe,9595251344,App Kill,2024-03-15 19:31:10,aec4eacc-6ea6-4546-8477-108c8471b325,OnePlus 7/7 Pro/7T/7T Pro,Android,['7.0.03']
Click,7590394918,App Launch,2024-03-15 19:30:39,e104bd4c-c826-47cd-8328-39b8d9ac388b,Pixel 6 Pro,Android,['7.0.60']
Click,7590394918,getpostpaid,2024-03-15 19:30:49,98123142-938d-41ec-8272-18b7f100c68c,Pixel 6 Pro,Android,['7.0.60']
Swipe back,7590394918,Home,2024-03-15 19:30:59,eea0a250-4ec1-43ed-b611-80920209b568,Pixel 6 Pro,Android,['7.0.60']
Swipe,7590394918,App Kill,2024-03-15 19:31:09,4a66c402-32fd-4365-a305-289019c1a5d9,Pixel 6 Pro,Android,['7.0.60']
Click,7394138590,App Launch,2024-03-15 19:30:53,bfb64e12-4be9-4e1d-89f6-1edbdfbd9419,Pixel 7 Pro,Android,['6.0.04']
Click,7394138590,Health,2024-03-15 19:31:03,c281f594-d82b-478e-a497-7f1e065b460a,Pixel 7 Pro,Android,['6.0.04']
Scroll,7394138590,Health,2024-03-15 19:31:13,c0177524-fb6a-4a36-b080-67699614d741,Pixel 7 Pro,Android,['6.0.04']
Swipe back,7394138590,Home,2024-03-15 19:31:33,86c7deb4-cd37-45b8-8f80-3600396c8b10,Pixel 7 Pro,Android,['6.0.04']
Swipe,7394138590,App Kill,2024-03-15 19:31:43,4136f5f0-541f-4a8f-b968-006e02ce25a0,Pixel 7 Pro,Android,['6.0.04']
Click,7715079064,App Launch,2024-03-15 19:30:57,aae1b966-bea0-4dd8-9133-3ae52a910b4f,Galaxy S7,Android,['7.0.01']
Click,7715079064,Banner2,2024-03-15 19:31:07,51f64eaf-180e-4ab6-9913-6c8a616687b2,Galaxy S7,Android,['7.0.01']
Scroll,7715079064,Banner2,2024-03-15 19:31:17,f9a80f87-0e51-48c6-b26f-3bcdf4b454d6,Galaxy S7,Android,['7.0.01']
Swipe back,7715079064,Home,2024-03-15 19:31:37,7454a2c2-e7a7-4b3d-9a55-b3167d507294,Galaxy S7,Android,['7.0.01']
Swipe,7715079064,App Kill,2024-03-15 19:31:47,81c939df-4d05-478c-b535-acd2f3c47190,Galaxy S7,Android,['7.0.01']
Click,9807705776,App Launch,2024-03-15 19:31:02,f1be2b5b-6048-4dde-b1cf-678337576c9a,Moto G series,Android,['7.0.47']
Click,9807705776,bookfiber,2024-03-15 19:31:12,a95bba73-9f37-4b91-9814-2be1f909426c,Moto G series,Android,['7.0.47']
Click,9807705776,Book your Fiber Today,2024-03-15 19:31:22,9199267e-acb4-425c-9530-65d461cfcf6a,Moto G series,Android,['7.0.47']
Input,9807705776,number,2024-03-15 19:31:42,68a32109-d5a5-40d5-8252-629d4d770a56,Moto G series,Android,['7.0.47']
Input,9807705776,name,2024-03-15 19:32:12,938aa3c3-0cf5-44f8-9846-217eae3c827c,Moto G series,Android,['7.0.47']
Input,9807705776,address,2024-03-15 19:32:42,57be1099-7c38-42ee-a55f-8a8842c045f0,Moto G series,Android,['7.0.47']
Click,9807705776,Book,2024-03-15 19:33:12,451cbc24-0fd0-40f5-85bc-db23b7ef3c7e,Moto G series,Android,['7.0.47']
Swipe back,9807705776,Home,2024-03-15 19:33:42,42f99c9c-41b6-4b55-b52e-3d275e1fde2e,Moto G series,Android,['7.0.47']
Swipe,9807705776,App Kill,2024-03-15 19:33:52,816db964-4b4d-4ac6-a70d-6f435b74cfdb,Moto G series,Android,['7.0.47']
